Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date
166116,Cần share phòng trọ 50m2 Đinh Bộ Lĩnh p26 quận Bình thạnh,5.5,50.0,Bình Thạnh,Hồ Chí Minh,2020-12-17
166101,CHDV mới xây full nội thất cao cấp,4.5,20.0,Bình Thạnh,Hồ Chí Minh,2020-12-16
166089,Phòng Mới 100% Aeon Tân Phú 50m,3.3,25.0,Bình Tân,Hồ Chí Minh,2020-12-16
166090,Phòng trọ mới xây Full nội thất Q.Phú Nhuẫn,5.2,25.0,Phú Nhuận,Hồ Chí Minh,2020-12-16
166091,"Phòng 25m2 Q3, đẹp, rẻ, full nội thất",4.5,26.0,Quận 3,Hồ Chí Minh,2020-12-16
166039,KTX BAO TẤT CẢ CÁC CHI PHÍ – BÌNH THẠNH – NGAY HÀNG XANH -1TR150K,1.15,25.0,Bình Thạnh,Hồ Chí Minh,2020-12-16
165891,Phòng Trọ Trong Khu ADC Gần Nguyễn Sơn Gần BiC Và 3 Trường Đại Học- Giãm Trực Tiếp 300k 3 Tháng Đầu,2.1,16.0,Tân Phú,Hồ Chí Minh,2020-12-16
165803,PHÒNG TRỌ QUANG TRUNG-CHỢ HẠNH THÔNG TÂY-MÁY LẠNH WC RIÊNG- PHÒNG ĐẸP BAN CÔNG-GIÁ CHỈ TỪ 2TR8,2.8,18.0,Gò Vấp,Hồ Chí Minh,2020-12-16
166098,"Phòng trọ quận 7,có ban công ,giá 3.5 triệu",3.5,20.0,Quận 7,Hồ Chí Minh,2020-12-16
166097,Cho Thuê phòng trọ hẻm 18 Đường Trần Quang Diệu Phường 14 Quận 3,3.5,20.0,Quận 3,Hồ Chí Minh,2020-12-16
166093,"Phòng trọ cao cấp đầy đủ nội thất, giá siêu rẻ",1.5,28.0,Bình Thạnh,Hồ Chí Minh,2020-12-16
166094,Phòng trọ giá rẻ gần ngác tư ga,1.5,15.0,Quận 12,Hồ Chí Minh,2020-12-16
165960,Cho thuê phòng mới xây gần UBND  Quận Tân Phú... Giáp 3 Trường Đại Học Giãm Trực Tếp 300k 3 Tháng,2.1,16.0,Tân Phú,Hồ Chí Minh,2020-12-15
165868,Phòng Trọ Lũy Bán Bích Gần 3 Trường Đại Học Và UBND Quận. Tân Phú-- Giãm Trực Tiếp 300k 3 Tháng Đầu,2.1,15.0,Tân Phú,Hồ Chí Minh,2020-12-15
166085,Thuê phòng đường ung văn khiêm quận bình thành,2.0,11.0,Bình Thạnh,Hồ Chí Minh,2020-12-15
166067,Cho Thuê Phòng Trọ Tân Bình Giá Rẻ,3.5,20.0,Tân Bình,Hồ Chí Minh,2020-12-15
166082,Cho thuê nhà nguyên căn quận Bình Tân 77m2,6.0,77.0,Bình Tân,Hồ Chí Minh,2020-12-15
166081,"CHO THUÊ PHÒNG MỚI QUẬN 2 -  CHỈ 15 PHÚT ĐỔ VỀ QUẬN 1, BÌNH THẠNH",3.5,20.0,Quận 2,Hồ Chí Minh,2020-12-15
166087,"Cho thuê phòng trọ 69 Nguyễn quý anh, TSN, TÂN PHÚ",2.0,32.0,Tân Phú,Hồ Chí Minh,2020-12-15
166083,"CHO THUÊ PHÒNG KTX 685/85 XÔ VIẾT NGHỆ TĨNH, BÌNH THẠNH",3.0,12.2,Bình Thạnh,Hồ Chí Minh,2020-12-15
166074,Căn hộ mini Nam Kỳ Khởi Nghĩa Q3 gần cầu Công Lý,5.3,25.0,Quận 3,Hồ Chí Minh,2020-12-14
166076,Cho thuê phòng trọ quận Tân Bình giá chỉ 3 triệu đồng,3.0,25.0,Tân Bình,Hồ Chí Minh,2020-12-14
166068,"Quận 10, Cho thuê phòng 1 người ở, toilet riêng, tiện nghi, sạch sẽ, có balcon…",2.7,20.0,Quận 10,Hồ Chí Minh,2020-12-14
165871,PHÒNG TRỌ PHẠM VĂN BẠCH – TÂN BÌNH – VIEW SÂN BAY – 2TR599,2.9,18.0,Tân Bình,Hồ Chí Minh,2020-12-14
166073,Căn hộ mini Trường Sa sát Huỳnh Văn Bánh có thang máy,5.2,25.0,Phú Nhuận,Hồ Chí Minh,2020-12-14
166071,cho thuê phòng Trọ Dương Bá Trạc Q.8,2.8,13.0,Quận 8,Hồ Chí Minh,2020-12-14
166075,Phòng trọ giá rẻ trung tâm quận Tân Phú,1.7,15.0,Tân Phú,Hồ Chí Minh,2020-12-14
166077,Cho thuê phòng trọ Đồng Đen sát DH Văn Hiến Tân Bình 20m2,2.2,20.0,Tân Bình,Hồ Chí Minh,2020-12-14
165930,"Phòng cao cấp giá rẻ 26/11 Lâm Hoành, An Lạc, Bình Tân, có máy lạnh,an ninh, yên tĩnh giờ giấc tự do",2.2,25.0,Bình Tân,Hồ Chí Minh,2020-12-14
165918,Phòng Trọ Trịnh Đình Thảo Gần Trường Cao Đẳng CNTT Và Hồng Bàng Giá Chỉ 2.1tr/Phòng  Đã Giãm CoVi,2.1,16.0,Tân Phú,Hồ Chí Minh,2020-12-14
166070,"Cho thuê phòng trọ Quận 12 giá rẻ, gần công viên phần mềm Quang Trung, bảo vệ 24/24",2.0,18.0,Quận 12,Hồ Chí Minh,2020-12-14
166056,"phòng mới , xinh, an ninh, giá rẽ, quận 1",4.5,18.0,Quận 1,Hồ Chí Minh,2020-12-13
165964,Căn hộ có gác_Full nội thất_Có cửa sổ_ban công_Tô Hiệu_Hoàng Xuân Hoành_Tân Phú,3.4,25.0,Tân Phú,Hồ Chí Minh,2020-12-13
166058,"phòng ban công, cửa sổ, quận 1, ở đc 3 4 người",5.5,25.0,Quận 1,Hồ Chí Minh,2020-12-13
166059,Tìm nữ ở ghép - chung cư bình thới quận 11,1.2,16.0,Quận 11,Hồ Chí Minh,2020-12-13
166062,CHO THUÊ PHÒNG TRỌ 197 TRẦN BÁ GIAO P5 QUẬN GÒ VẤP,2.6,20.0,Gò Vấp,Hồ Chí Minh,2020-12-13
164715,"Cho 1 nam nhân viên thuê phòng,hẽm Lê Văn Huân, đối diện Etown Cộng Hòa, Tân Bình",1.5,12.0,Tân Bình,Hồ Chí Minh,2020-12-13
166054,"Tìm bạn Nam ở ghép KTX  giá rẽ, đầy đủ tiện nghi, quận 1",1.5,25.0,Quận 1,Hồ Chí Minh,2020-12-13
165890,Phòng Trọ Thoại Ngọc Hầu khu ADC Giáp Nguyễn Sơn Đối Diện Siêu Thị -- GIãm Trực Tiếp 300k 3 Tháng,2.1,16.0,Tân Phú,Hồ Chí Minh,2020-12-12
166042,"Phòng trọ cho thuê  20 m2 , 25 m2 nguyễn tử nha , tân bình",2.0,25.0,Tân Bình,Hồ Chí Minh,2020-12-12
166044,"Cần sang lại căn nhà 3 lầu, DT 4x5m, 2 PN , 2 WC, 1 bếp",6.5,20.0,Thủ Đức,Hồ Chí Minh,2020-12-12
165928,"Phòng Cho Thuê,Wifi Miễn Phí,Giờ Giấc Tự Do,Có Toilét Riêng,DT 16M2,Có Ban Công Trước Phòng",1.7,16.0,Gò Vấp,Hồ Chí Minh,2020-12-12
163419,"Cho thuê phòng 24m2. Gần ĐH Luật, Ng Tất Thành,Cao Thắng -",3.3,24.0,Quận 4,Hồ Chí Minh,2020-12-12
157499,"PHÒNG TRỌ TIỆN NGHI GẦN ĐH BÁCH KHOA, Q.10",3.2,20.0,Tân Bình,Hồ Chí Minh,2020-12-12
166038,Cho thuê phòng trọ mới xây 100% chính chủ khu vực Tân Bình,4.0,20.0,Tân Bình,Hồ Chí Minh,2020-12-12
165867,"Cho thuê phòng mới xây gần Đầm Sen, quận 11.  Tân Phú giáp Tân Bình-- Giãm Trực Tiếp 300k 3 Tháng",2.1,15.0,Tân Phú,Hồ Chí Minh,2020-12-12
166045,"Phòng Binh Thạnh, ban công thoáng mát",5.8,27.0,Bình Thạnh,Hồ Chí Minh,2020-12-12
166048,[CẦN NHƯỢNG GẤP CĂN HỘ MINI TẠI CỘNG HÒA 20M2 - TÂN BÌNH (GẦN ETOWN CỘNG HÒA)],3.5,20.0,Tân Bình,Hồ Chí Minh,2020-12-12
166023,KÍ TÚC XÁ SLEEP BOX CAO CẤP BÌNH THẠNH,2.2,30.0,Bình Thạnh,Hồ Chí Minh,2020-12-11
165887,cho thuê căn hộ cao cấp quận 1,7.0,35.0,Quận 1,Hồ Chí Minh,2020-12-11
166024,Tìm nữ ở ghép trung tâm quận 3 giá rẻ,0.95,26.0,Quận 3,Hồ Chí Minh,2020-12-11
166009,"Còn 1 phòng cho (nam) thuê 15m2 giá 1tr8/th sạch, đẹp, không chung chủ. Quận 4, TP. HCM",1.8,16.0,Quận 4,Hồ Chí Minh,2020-12-10
166014,🔔🔔🔔tân bình Phòng cần share - KHÔNG KINH DOANH.🔔🔔🔔,3.5,25.0,Tân Bình,Hồ Chí Minh,2020-12-10
166016,PHÒNG TRỌ QUANG TRUNG - GÒ VẤP,2.3,25.0,Gò Vấp,Hồ Chí Minh,2020-12-10
166008,"Phòng cho thuê Full Nội thất, 5,5tr/tháng, Ngay trung tâm sân bay.Gò Vấp",5.5,30.0,Gò Vấp,Hồ Chí Minh,2020-12-10
166010,Phòng Trọ Đầy Đủ Nội Thất gần Chợ Bà Chiểu,4.3,25.0,Bình Thạnh,Hồ Chí Minh,2020-12-10
166011,"3,6Tr/Tháng Trung Tâm Quận 1 Ngay Chợ Tân Định,Đối diện BIDV",3.6,20.0,Quận 1,Hồ Chí Minh,2020-12-10
166015,Cho thuê phòng trọ sạch đẹp có lối đi riêng gần sân bay,6.0,40.0,Tân Bình,Hồ Chí Minh,2020-12-10
166017,Phòng trọ mới 100% - Giá rẻ chỉ từ 2tr7 - Đồng Đen - Âu Cơ - Cộng Hòa,2.7,27.0,Tân Bình,Hồ Chí Minh,2020-12-10
160981,"Cho thuê phòng trọ lối đi riêng khu vực Hoàng Hoa Thám, quận Tân Bình",3.5,32.0,Tân Bình,Hồ Chí Minh,2020-12-10
166019,CHO THUÊ PHÒNG TRỌ DIỆN TÍCH TỪ 30m2,4.5,30.0,Thủ Đức,Hồ Chí Minh,2020-12-10
165995,"Cho thuê chung cư gò vấp 73m, 2PN, có nội thất giá 7tr/ tháng",7.0,73.0,Gò Vấp,Hồ Chí Minh,2020-12-09
166005,🍃Phòng Cao Cấp Full Tiện Nghi Giá Mềm 4’ Đi Chợ Hạnh Thông Tây🍃,2.6,27.0,Gò Vấp,Hồ Chí Minh,2020-12-09
163632,"3,6Tr/Tháng Trung Tâm Quận 1 Ngay Chợ Tân Định,Đối diện BIDV",4.8,20.0,Quận 1,Hồ Chí Minh,2020-12-09
166003,CHO THUÊ PHÒNG TRỌ QUẬN TÂN BÌNH SÁT TRƯỜNG ĐẠI HỌC VĂN HIẾN 20M2,2.2,20.0,Tân Bình,Hồ Chí Minh,2020-12-09
166000,"Phòng trọ quận 4, giá rẻ 700 nghìn/người/tháng, cho nữ SV 700.000 đ",0.7,60.0,Quận 4,Hồ Chí Minh,2020-12-09
165993,"PHÒNG TRỌ 48 VŨ HUY TẤN, BÌNH THẠNH",3.0,20.0,Bình Thạnh,Hồ Chí Minh,2020-12-09
165985,Cho thuê phòng trọ số người ở tối 3,2.5,16.0,Tân Bình,Hồ Chí Minh,2020-12-08
165981,CHO THUÊ PHÒNG TRỌ Bình THẠNH Đặng Thùy Trâm,3.0,25.0,Bình Thạnh,Hồ Chí Minh,2020-12-08
165984,phòng đầy đủ tiện nghi có thể dọn vào ở ngay hom nay,6.0,25.0,Quận 9,Hồ Chí Minh,2020-12-08
165979,"Cho Thuê Phòng trọ tại Quận 6, Giá 1tr5/ tháng",1.5,12.0,Quận 6,Hồ Chí Minh,2020-12-08
165989,Phòng full nội thất 32m2 - Đường 79 - Tân Quy - Q7,4.2,32.0,Quận 7,Hồ Chí Minh,2020-12-08
154000,"Cho thuê phòng trọ đường Nghĩa Thục, Q5, giá từ 2,3tr  3tr/tháng, gần chợ Hòa Bình",2.3,10.0,Quận 5,Hồ Chí Minh,2020-12-08
165991,CHO THUÊ PHÒNG TRỌ DÀNH CHO SINH VIÊN ƯU TÚ QUẬN 9,1.3,12.0,Quận 9,Hồ Chí Minh,2020-12-08
165969,Cho Thuê Phòng Trọ Tại Quận 10,3.5,25.0,Quận 10,Hồ Chí Minh,2020-12-07
162335,"CHO THUÊ PHÒNG CAO CẤP Đ.NGUYỄN VĂN THƯƠNG (D1 cũ), Q.BÌNH THẠNH (GẦN PEARL PLAZA)",3.6,17.0,Bình Thạnh,Hồ Chí Minh,2020-12-07
165968,"CHO THUÊ PHÒNG KTX 685/85 XÔ VIẾT NGHỆ TĨNH, BÌNH THẠNH",3.0,12.2,Bình Thạnh,Hồ Chí Minh,2020-12-07
165976,Phòng trọ cho thuê giá rẻ quận Tân Bình cho các bạn đây,4.0,38.0,Tân Bình,Hồ Chí Minh,2020-12-07
165966,"Tìm 1 nữ ở ghép, ngay gần ngã tư hàng xanh- Giá tổng hết các chi phí",1.4,25.0,Bình Thạnh,Hồ Chí Minh,2020-12-07
165970,Căn hộ có gác_Có ban công_Cửa sổ_Trường Chinh_Cộng Hòa_Bình Giã_3tr,3.0,25.0,Tân Bình,Hồ Chí Minh,2020-12-07
165973,CHO NỮ THUE PHÒNG TRỌ NGUYEN CĂN,1.4,35.0,Thủ Đức,Hồ Chí Minh,2020-12-07
165975,phòng đầy đủ tiện nghi có thể dọn vào ở ngay hom nay,6.0,25.0,Quận 9,Hồ Chí Minh,2020-12-07
165967,CẦN CHO THUÊ PHÒNG TRỌ TRONG NHÀ NGUYÊN CĂN ĐƯỜNG LÊ CƠ,3.0,30.0,Bình Tân,Hồ Chí Minh,2020-12-07
165961,Cho thuê phòng ngay Trần Hưng Đạo Q1,5.5,22.0,Quận 1,Hồ Chí Minh,2020-12-06
157645,PHÒNG TRỌ Đ.PHAN HUY ÍCH P14 Q.GÒ VẤP,2.5,20.0,Gò Vấp,Hồ Chí Minh,2020-12-06
165949,"Phòng trọ giường tầng homestay full tiện nghi, Quang Trung, Gò Vấp, giá sinh viên",1.4,80.0,Gò Vấp,Hồ Chí Minh,2020-12-06
165957,cho thuê phòng ngay trung tâm quận 5,3.0,16.0,Quận 5,Hồ Chí Minh,2020-12-06
165916,"Phòng  trọ mới 100%, ban công chung , thang máy, tiện nghi thoáng mát.TB",3.5,30.0,Tân Bình,Hồ Chí Minh,2020-12-06
165958,"Cho thuê phòng trọ Tân Bình 3tr5 đầy đủ tiện nghi, có thang máy",3.5,20.0,Tân Bình,Hồ Chí Minh,2020-12-06
165955,Phòng trọ giá rẻ từ 2.5tr Trần Xuân Soạn giao Lâm Văn Bền Q7,2.5,17.0,Quận 7,Hồ Chí Minh,2020-12-06
157043,"Phòng trọ tiện nghi gần Nguyễn Duy Trinh, Q. 2",2.8,20.0,Quận 2,Hồ Chí Minh,2020-12-06
165944,Cho thuê phòng trọ Thống Nhất - Gò vấp,2.5,25.0,Gò Vấp,Hồ Chí Minh,2020-12-05
157703,phòng trọ ký túc xá dành cho sinh viên và ACE đi làm,7.5,20.0,Quận 7,Hồ Chí Minh,2020-12-05
157307,CHO THUÊ PHÒNG .(hiện nay tôi còn 2 khu trọ tại quận 4) 1tr800/ địa chỉ :448B/25 Nguyễn tất thành,1.8,16.0,Quận 4,Hồ Chí Minh,2020-12-05
165913,"Phòng máy lạnh đầy đủ tiện nghi, sạch sẽ, thoáng mát, an ninh, yên tĩnh",3.5,20.0,Gò Vấp,Hồ Chí Minh,2020-12-05
165945,"Cho thuê phòng trọ đường Phạm Văn Chiêu, quận Gò Vấp",2.5,20.0,Gò Vấp,Hồ Chí Minh,2020-12-05
162282,Chỉ Còn 3 phòng máy lạnh cho thuê 3TR - 3TR5 - 4TR Liên hệ chính chủ: 0868427739 anh Minh,3.0,24.0,Quận 4,Hồ Chí Minh,2020-12-05
148660,"CHO THUÊ Nhà nguyên căn 1 trệt 1 lầu, 251/46 lê quang định, bình thạnh",4.0,25.0,Bình Thạnh,Hồ Chí Minh,2020-12-05
165935,"Phòng rộng 45m2, 2 cửa sổ lớn siêu thoáng mới 100%",6.0,45.0,Bình Thạnh,Hồ Chí Minh,2020-12-04
126458,"Phong Tro cho Sinh Vien, CNV gia re,Gio giac tu do",2.6,28.0,Tân Bình,Hồ Chí Minh,2020-12-04
165936,Phòng trọ 30m2 KDC PhúLợi cuối Phạm Thế Hiển P7 Q8,2.5,30.0,Quận 8,Hồ Chí Minh,2020-12-04
165929,Hot Hot Phòng Trọ Giá Sinh Viên ở Quận 6,2.2,25.0,Quận 6,Hồ Chí Minh,2020-12-04
165934,"Phòng trọ có gác, ban công hành lang mới 100%",3.3,25.0,Tân Bình,Hồ Chí Minh,2020-12-04
165927,Phòng trọ cho thuê Quận Bình Thạnh,3.5,25.0,Bình Thạnh,Hồ Chí Minh,2020-12-04
151478,"Chính chủ cho thuê phòng 2pn, 40m2 tại 104/5a Nhất Chi Mai ngay tòa nhà Etown",3.7,40.0,Tân Bình,Hồ Chí Minh,2020-12-04
165933,Khai trương Nhà Trọ cao tấp Quận 7 mới 100% full nội thất,4.0,30.0,Quận 7,Hồ Chí Minh,2020-12-04
165910,KTX SINH VIÊN-SÁT BÊN TRƯỜNG ĐH CÔNG NGHIỆP TP.HCM (IUH) – GÒ VẤP,1.2,25.0,Gò Vấp,Hồ Chí Minh,2020-12-03
165922,"GĐ Cho thuê phòng trọ có ban công, gác đúc suốt, sạch đẹp, kv yên tĩnh",2.5,30.0,Quận 2,Hồ Chí Minh,2020-12-03
165914,Phòng trọ giá rẻ ngay gần chợ Hạnh Thông Tây & ĐH - FPT,2.8,18.0,Gò Vấp,Hồ Chí Minh,2020-12-03
165923,"Khai trương phòng trọ ngay Âu Cơ_mới 100%_sẵn máy lạnh_qua quân 10, 11,tân phú chỉ 5p_có cửa sổ",3.5,30.0,Tân Bình,Hồ Chí Minh,2020-12-03
165925,Cho Thuê Phòng Tôn Thất Thuyết Q4,3.5,20.0,Quận 4,Hồ Chí Minh,2020-12-03
165905,"Cho thuê 01 phòng máy lạnh ở 910 đường tân kỳ, tân quý bình tân. Nhà mới xây",2.3,15.0,Bình Tân,Hồ Chí Minh,2020-12-03
165926,"Thuê Phòng Nguyễn Thị Tần, p3, Q8",4.5,35.0,Quận 8,Hồ Chí Minh,2020-12-03
165907,"Cho thuê phòng trọ cao cấp,,đầy đủ tiện nghi quận Bình Thạnh",3.0,16.0,Bình Thạnh,Hồ Chí Minh,2020-12-03
164796,Phòng KTX Nam 1tr/ Người Gần 3 Trường Đại Học Lũy Bán Bích Và UBND Quận. Tân Phú,1.0,25.0,Tân Phú,Hồ Chí Minh,2020-12-03
156915,"Cho thuê phòng 30m2, có gác,máy lạnh, thang máy.Tân Bình",3.3,33.0,Tân Bình,Hồ Chí Minh,2020-12-03
163396,"Phòng trọ mới xây ngay trường chinh, giảm ngay 200k tháng đầu",3.0,30.0,Tân Bình,Hồ Chí Minh,2020-12-03
165921,Cho nữ thuê phòng trọ gần chợ Tân Bình phòng còn mới 18m2. Giá 3tr.bao điện nước,3.0,18.0,Tân Bình,Hồ Chí Minh,2020-12-03
165920,PHÒNG TRỌ CHO NỮ SINH – NGAY KHU TRUNG TÂM Q1_ GIÁ 2.2TR/THÁNG,2.2,13.0,Quận 1,Hồ Chí Minh,2020-12-03
165919,Phòng sạch sẽ cao cấp cho thuê khu vực Tân Phú - Tân Bình,3.0,18.0,Tân Phú,Hồ Chí Minh,2020-12-03
165902,Cho thuê nhà trọ giá rẻ quận 2 - 2tr5 - 3 người,2.5,25.0,Quận 2,Hồ Chí Minh,2020-12-02
160664,Tuyển người lớn tuổi đã nghỉ hưu làm quản lý nhà trọ,1.8,16.0,Quận 8,Hồ Chí Minh,2020-12-02
157608,Tuyển người lớn tuổi đã nghỉ hưu làm quản lý nhà trọ,1.8,16.0,Tân Phú,Hồ Chí Minh,2020-12-02
165900,phòng trọ cho thuê giá rẻ hạt dẻ thoáng mát đầy đủ tiện nghi p14 tân bình,4.3,30.0,Tân Bình,Hồ Chí Minh,2020-12-02
160663,Tuyển người lớn tuổi đã nghỉ hưu làm quản lý nhà trọ,1.8,16.0,Quận 7,Hồ Chí Minh,2020-12-02
165899,phòng ban công đường trần thái tông quận tân bình,4.0,25.0,Tân Bình,Hồ Chí Minh,2020-12-02
165895,phòng trọ thoáng mát sạch đẹp giá sinh viên trung tâm quận tân bình,4.2,30.0,Tân Bình,Hồ Chí Minh,2020-12-02
165894,Cho thuê phòng trọ giá rẻ cho nhân viên hoặc Sinh viên,3.0,25.0,Nhà Bè,Hồ Chí Minh,2020-12-02
165903,Phòng trọ 20m2 quận Bình Thạnh,1.8,20.0,Bình Thạnh,Hồ Chí Minh,2020-12-02
157614,Tuyển người lớn tuổi đã nghỉ hưu làm quản lý nhà trọ,1.7,16.0,Gò Vấp,Hồ Chí Minh,2020-12-02
157624,Tuyển người lớn tuổi đã nghỉ hưu làm quản lý nhà trọ,1.7,16.0,Bình Thạnh,Hồ Chí Minh,2020-12-02
165883,"Cho thuê căn hộ mini cao cấp 45m2 Nguyễn Văn Quá, 2PN, full nội thất, giá rẻ nhất thị trường",4.0,45.0,Quận 12,Hồ Chí Minh,2020-12-01
165889,Cho thuê phòng mới xây khu vực LÊ VĂN LƯƠNG-NHÀ BÈ,3.0,25.0,Nhà Bè,Hồ Chí Minh,2020-12-01
164797,CHO THUÊ PHÒNG VIEW ĐẸP THOÁNG MÁT TẠI  LỮ GIA GIÁP Q.10,5.5,25.0,Quận 11,Hồ Chí Minh,2020-12-01
165884,"PHÒNG TRỌ DƯƠNG QUÀNG HÀM - ĐƯỜNG SỐ 20- 2TR7 - MÁY LẠNH, TOILET RIÊNG - VLU CS3",2.799,18.0,Gò Vấp,Hồ Chí Minh,2020-12-01
165877,Cho thuê phòng trong căn hộ chung cư Era Town Đức Khải - Q7,2.0,8.0,Quận 7,Hồ Chí Minh,2020-12-01
165881,"Phòng giá rẻ Huỳnh Văn Nghệ, 36m2",4.5,36.0,Gò Vấp,Hồ Chí Minh,2020-12-01
165873,Cho thuê phòng trọ 15m2 Tân Phú,3.0,15.0,Tân Phú,Hồ Chí Minh,2020-11-30
165875,cho NỮ thuê phòng trung tâm Bình Thạnh,3.5,16.5,Bình Thạnh,Hồ Chí Minh,2020-11-30
151929,Thuê Phòng Trọ  Xô Viết Nghệ Tĩnh,3.0,28.0,Bình Thạnh,Hồ Chí Minh,2020-11-29
165861,"Căn hộ cao cấp 50 m2 full nội thất mới hoàn toàn ở  Bạch Đằng, Tân Bình cách sân bay 500m",7.5,50.0,Tân Bình,Hồ Chí Minh,2020-11-29
158312,Phòng Tiện Nghi chỉ 3tr5 ngay ĐH Bách Khoa Khu cư xá Lữ Gia,3.5,20.0,Quận 11,Hồ Chí Minh,2020-11-29
165865,"PHÒNG TRỌ GIÁ RẺ, AN NINH,SẠCH SẼ, GIỜ GIẤC TỰ DO",1.6,12.0,Tân Bình,Hồ Chí Minh,2020-11-29
160796,Nhà trọ cao cấp Tân Bình giá Rẻ nhất,2.2,24.0,Tân Bình,Hồ Chí Minh,2020-11-28
153802,Cho nữ thuê phòng Gò Vấp 2 triệu/tháng giá sinh viên,2.0,30.0,Gò Vấp,Hồ Chí Minh,2020-11-28
164694,Phòng Ban Công CMT8 Cv Lê Thị Riêng,4.5,30.0,Quận 10,Hồ Chí Minh,2020-11-28
165859,nhượng trọ đầu tháng 12 chuyển vào,3.5,30.0,Bình Thạnh,Hồ Chí Minh,2020-11-28
165856,"Sạch đẹp, thoáng mát, thuận tiện đi lại",3.0,30.0,Quận 8,Hồ Chí Minh,2020-11-28
165855,"Phòng mặt tiền rộng hơn 50m vuông, ban công quận 1 ngay trung tâm SG",7.0,53.0,Quận 1,Hồ Chí Minh,2020-11-28
165849,Phòng trong nhà nguyên căn quận 7,2.8,22.0,Quận 7,Hồ Chí Minh,2020-11-27
165846,"Cho Thuê Phòng Giá Sinh Viên, Ngay Metro Quận 12",1.6,18.0,Quận 12,Hồ Chí Minh,2020-11-27
165848,"CHO THUÊ PHÒNG GIÁ RẺ, GIỜ GIẤC TỰ DO, Q.TÂN BÌNH",1.6,12.0,Tân Bình,Hồ Chí Minh,2020-11-27
165845,"Tìm bạn nam ở ghép khu cư xá Bắc Hải, quận 10",2.0,20.0,Quận 10,Hồ Chí Minh,2020-11-27
165850,Phòng trọ trong nhà nguyên căn giờ giấc tự do hẻm 101 Gò Dầu Quận Tân Phú,2.5,25.0,Tân Phú,Hồ Chí Minh,2020-11-27
148086,"PHÒNG VỪA XÂY DỰNG XONG MỚI 100, THOÁNG MÁT, AN NINH. TRUNG TÂM GÒ VẤP",2.6,25.0,Gò Vấp,Hồ Chí Minh,2020-11-27
165851,Phòng trọ 25m2 Bình Thạnh giá rẻ,3.2,25.0,Bình Thạnh,Hồ Chí Minh,2020-11-27
163644,CẦN 1 NAM Ở GHÉP NHÀ NHỎ NGUYÊN CĂN,1.3,35.0,Quận 8,Hồ Chí Minh,2020-11-26
165841,"Phòng trọ chợ Bà Hoa,  có toilet và bếp riêng",2.2,12.0,Tân Bình,Hồ Chí Minh,2020-11-26
165840,Cho thuê phòng trọ gần siêu thị Big C-Pandora-Q.Tân Phú,2.55,28.0,Tân Phú,Hồ Chí Minh,2020-11-26
165836,Cho thuê phòng mới sơn sửa lại,2.7,24.0,Gò Vấp,Hồ Chí Minh,2020-11-26
165838,Phòng cho thuê hông chợ Phạm thế hiển,3.0,18.0,Quận 8,Hồ Chí Minh,2020-11-26
165823,Căn hộ Mini 40m2 Full Tiện Nghi Đinh Tiên Hoàng-Quận 1,9.0,40.0,Quận 1,Hồ Chí Minh,2020-11-25
165825,"CHI THUÊ PHÒNG MỚI XAAYM, CỬA SỔ , BAN CÔNG THOÁNG MÁT !!!",2.9,20.0,Gò Vấp,Hồ Chí Minh,2020-11-25
165824,Căn hộ dịch vụ Studio ngay Trung Tâm Q1 cho thuê với giá mềm,8.0,30.0,Quận 1,Hồ Chí Minh,2020-11-25
165826,"Phòng giường tầng cao cấp trọn gói chỉ 1,4tr Q7",1.4,30.0,Quận 7,Hồ Chí Minh,2020-11-25
165831,Phòng trọ cho thuê giá rẻ quận Tân Bình,3.2,30.0,Tân Bình,Hồ Chí Minh,2020-11-25
165821,cần nam ở ghép ngay cầu nguyễn văn cừ và cầu chữ y,7.0,40.0,Quận 8,Hồ Chí Minh,2020-11-25
160721,"Phòng cho thuê, giờ giấc tự do, nguyễn hữu cảnh - Bình Thạnh",2.2,20.0,Bình Thạnh,Hồ Chí Minh,2020-11-24
165816,"Cho thuê phòng trọ (phòng mặt tiền hẻm 736 đường Lê Đức Thọ, phường 15, Q. Gò Vấp)",3.7,60.0,Gò Vấp,Hồ Chí Minh,2020-11-24
165807,"phòng có gác , phường thới an q12",1.4,25.0,Quận 12,Hồ Chí Minh,2020-11-24
165817,"CHO THUÊ PHÒNG TRỌ GIÁ 1,5TR GẦN CẦU VƯỢT QUANG TRUNG Q12",1.5,14.0,Quận 12,Hồ Chí Minh,2020-11-24
165818,Cho Thuê Phòng Trọ Quận 8,3.5,28.0,Quận 8,Hồ Chí Minh,2020-11-24
165805,cho thuê phòng trọ quận 7 chính chủ,3.0,20.0,Quận 7,Hồ Chí Minh,2020-11-23
165801,"Phòng trọ giá tốt 692/30 Đoàn Văn Bơ , P.16 , Q.4",2.7,17.0,Quận 4,Hồ Chí Minh,2020-11-23
165800,"Cho thuê phòng trọ giá tốt 137/45 Lê Văn Sỹ, Ưu tiên nữ và dân văn phòng",3.5,20.0,Phú Nhuận,Hồ Chí Minh,2020-11-23
165799,Cho thuê phòng KTX hiện đại tiện nghi tại 338/32 An Dương Vương P4 Q5,1.5,35.0,Quận 5,Hồ Chí Minh,2020-11-23
