Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date
127125,"Cho thuê phòng trọ cao cấp giá từ 3tr500k trong biệt thự gần chung cư Hoàng Anh Gia Lai 3, Q7",,30.0,Nhà Bè,Hồ Chí Minh,2015-04-04
127129,Phòng gần trường ĐHCNTP Lê Trọng tấn,1.8,16.0,Tân Phú,Hồ Chí Minh,2015-04-03
127130,Cho thuê phòng trọ,4.0,20.0,Tân Phú,Hồ Chí Minh,2016-02-16
127131,"phòng trọ đủ tiện nghi 1,8tr 16m2 cách ngã 4 hàng xanh 800m",1.8,16.0,,Hồ Chí Minh,2015-04-03
127132,Cho thuê phòng Đường Chiến Thắng P.9 Q.Phú Nhuận,2.0,20.0,Phú Nhuận,Hồ Chí Minh,2016-02-16
127133,"Cho thuê phòng trọ lầu 1, lầu 3 ( có sân thượng giá từ 2.500.000 đến 3.500.000 )",,20.0,Tân Bình,Hồ Chí Minh,2015-04-03
127134,HCM- Phòng Cho nữ  thuê   trung tâm q10 giá rẻ,1.5,13.0,Quận 10,Hồ Chí Minh,2015-04-03
127137,Cho thuê phòng trọ SINH VIÊN (Gần SVĐ Phú Thọ),2.2,15.0,Quận 11,Hồ Chí Minh,2016-03-28
127139,"Cho thuê phòng 8/7A Phạm Hùng, 2tr/thang",2.0,14.0,,Hồ Chí Minh,2015-04-03
127142,"Phòng cho thuê VIP tiện nghi, tự do 24/24 giúp bạn tiết kiệm 50% chi phí",,20.0,Tân Bình,Hồ Chí Minh,2015-04-03
127143,CHO THUÊ PHÒNG TRỌ CÓ GÁC,1.5,14.0,Gò Vấp,Hồ Chí Minh,2015-04-15
127147,"CHÍNH CHỦ CHO THUÊ PHÒNG TẠI QUẬN TÂN PHÚ GIÁ 1.100.000Đ, 1.200.000Đ",1.2,12.0,Tân Phú,Hồ Chí Minh,2015-06-14
127149,Cho thuê phòng trọ số 273/22 Tô Hiến Thành Phường 13 Quận 10,1.5,12.0,Quận 10,Hồ Chí Minh,2015-04-04
127153,"Cho thuê phòng sạch sẽ, thoáng mát đường Nơ Trang Long",2.1,14.0,Bình Thạnh,Hồ Chí Minh,2015-08-22
127154,PHÒNG TRỌ LẦU ĐÚC SẠCH ĐẸP CHO NỮ NVVP,1.3,20.0,Quận 3,Hồ Chí Minh,2015-06-14
127155,"Cho thuê nguyên lầu 2 ,trung tâm quận 3, LH Chị Thảo 0918182278",3.5,40.0,Quận 3,Hồ Chí Minh,2015-04-04
127161,Cho thuê phòng trọ giá rẻ,2.5,20.0,Bình Thạnh,Hồ Chí Minh,2017-03-07
127162,CHO THUÊ PHÒNG TRỌ,2.0,30.0,Bình Thạnh,Hồ Chí Minh,2015-04-04
127163,Cho thuê phòng trọ vào ở ngay Tân Bình,1.8,12.0,Tân Bình,Hồ Chí Minh,2015-04-07
127164,CHO THUÊ PHÒNG ĐẦY ĐỦ TIỆN NGHI 84 CHÂU VĂN LIÊM QUẬN 5,2.5,18.0,Quận 5,Hồ Chí Minh,2015-07-05
127165,CHO THUÊ PHÒNG ĐẦY ĐỦ TIỆN NGHI 84 CHÂU VĂN LIÊM QUẬN 5,2.5,18.0,Quận 11,Hồ Chí Minh,2015-07-06
127169,"Cho thuê phòng trọ, Xô viết nghệ tĩnh, p21, q bình thạnh",,20.0,,Hồ Chí Minh,2015-04-04
127173,"Phong tro cho nữ,  mien phi truyen hinh cap va internet",3.1,20.0,Bình Thạnh,Hồ Chí Minh,2021-03-01
127179,cho thuê phòng tro ngay trung tâm quân môt .gân chơ trương hoc,3.0,16.0,Quận 1,Hồ Chí Minh,2015-04-05
127181,cho thuê phòng bao điện nước,3.2,40.0,Quận 5,Hồ Chí Minh,2015-04-05
127182,Cho thuê nhà chung cư 6 triệu/tháng,6.0,70.0,Thủ Đức,Hồ Chí Minh,2015-04-16
127187,Cho thuê phòng trọ 16m2 có riềng WC rộng,1.5,16.0,Quận 11,Hồ Chí Minh,2015-04-05
127188,CHO NỮ THUÊ PHÒNG MÁY LẠNH GIÁ RẺ,2.2,20.0,Quận 7,Hồ Chí Minh,2015-04-05
127190,Cho thuê phòng trọ Q 10,,19.0,Quận 10,Hồ Chí Minh,2015-04-05
127192,"Cho thuê phòng nhà lầu sạch, đẹp, an ninh, thoáng mát khu vực Hoàng Hoa Thám Q.Tân Bình",1.5,12.0,Tân Bình,Hồ Chí Minh,2015-12-05
127193,Cho thuê phòng trọ giá rẻ tiện nhi dành cho khách ở 1 người,2.7,18.0,Quận 3,Hồ Chí Minh,2015-04-05
127194,Cho thuê phòng trọ tiện nghi sinh hoạt giá phải chăng,4.5,27.0,Quận 3,Hồ Chí Minh,2015-04-05
127196,"Quận Phú Nhuận BAN CÔNG SIÊU THOÁNG,đầy đủ Tiện Nghi,Free dịch vụ,GIỜ TỰ DO,tin chính chủ,giá 4tr5",4.5,30.0,Phú Nhuận,Hồ Chí Minh,2015-05-06
127198,"CHO 1 NỮ THUÊ PHÒNG (KHU BÀU CÁT, Q. TÂN BÌNH)",1.3,12.0,Tân Bình,Hồ Chí Minh,2020-01-02
127203,Phòng cho thuê không gian thoáng mát an ninh có chỗ để xe nấu ăn có gác 3.000.000 bao nước,3.0,20.0,Quận 1,Hồ Chí Minh,2015-04-06
127205,cho thuê phòng,2.9,25.0,Quận 10,Hồ Chí Minh,2015-04-06
127206,"căn hộ chung cư đẹp,nhà hướng nam mát mẻ,yên tỉnh,tiện nghi sang trọng,bảo vệ 24h.PN,PK,PB,PVS.",11.0,60.0,Phú Nhuận,Hồ Chí Minh,2015-04-11
127208,PHÒNG AN NINH CHO THUÊ,1.8,25.0,Thủ Đức,Hồ Chí Minh,2015-04-06
127209,"Cho thuê nhà trọ đường Linh Đông, Quận Thủ Đức",1.5,25.0,Thủ Đức,Hồ Chí Minh,2015-04-06
127210,"Cho nữ thuê tại 784/18E Nguyễn Kiệm,Quận Gò Vấp(đối diện nhà hàng đông phương)",1.8,20.0,Gò Vấp,Hồ Chí Minh,2015-09-15
127214,cho thuê phòng trọ gia đình hoặc sinh viên,2.0,23.0,Gò Vấp,Hồ Chí Minh,2015-04-06
127215,PHONG TRO CHO 2 HOẶC 4 SINH VIÊN Ở. CHUYÊN NGHIỆP-LỊCH SỰ- AN NINH,,20.0,Bình Thạnh,Hồ Chí Minh,2015-06-02
127219,Cần sv Nam o ghép,1.2,15.0,Quận 9,Hồ Chí Minh,2015-04-06
127220,cho thuê phòng quận 11 gần đầm sen,3.5,58.0,Quận 11,Hồ Chí Minh,2015-04-06
127228,"Cho nữ thuê phòng,2 người tối đa",2.0,16.0,Bình Thạnh,Hồ Chí Minh,2015-04-16
127233,"Phòng Trọ ở đường Bạch Đằng, Phường 2, quận Tân Bình trong sân bay Tân Sơn Nhất",2.8,25.0,Tân Bình,Hồ Chí Minh,2015-04-07
127234,cho thuê phong trọ sinh viên hay công nhân viên chức ở18,,18.0,Quận 8,Hồ Chí Minh,2015-04-07
127235,"CHO THUÊ PHÒNG TRỌ  ĐẦY ĐỦ TIỆN NGHI AN TOÀN GIÁ RẺ 1,5-3.5 TRIỆU (Q.TÂN BÌNH +Q.11)",1.5,20.0,,Hồ Chí Minh,2015-04-07
127238,[HCM - Q2] Phòng cho thuê đẹp - giá rẻ [ƯU TIÊN NỮ],1.9,18.0,Quận 2,Hồ Chí Minh,2015-04-07
127239,CHO THUE PHONG TRO,3.3,35.0,Bình Thạnh,Hồ Chí Minh,2015-04-07
127246,NHIỀU PHÒNG ĐẸP GIÁ RẺ CẦN CHO THUÊ,2.5,20.0,Bình Thạnh,Hồ Chí Minh,2015-04-07
127248,CHO THUÊ PHÒNG 2 TRIỆU TẠI PHÚ NHUẬN,2.0,16.0,Phú Nhuận,Hồ Chí Minh,2015-05-08
127250,"CHO THUÊ PHÒNG TRỌ  ĐẦY ĐỦ TIỆN NGHI AN TOÀN GIÁ RẺ 1,5-3.5 TRIỆU (Q.TÂN BÌNH +Q.11)",1.5,30.0,,Hồ Chí Minh,2015-04-08
127251,Cho Thuê nhà nguyên căn,4.5,120.0,Quận 2,Hồ Chí Minh,2015-04-08
127254,"PHÒNG RỘNG, ĐẸP, KHU TRUNG TÂM, CÓ TỦ, WC HIỆ ĐẠI, giờ giác tự do _CHÍNH CHỦ CHO THUÊ",3.8,38.0,Phú Nhuận,Hồ Chí Minh,2015-04-11
127258,nhà trọ quận 1 to sạch cho thuê.....,1.5,10.0,Quận 1,Hồ Chí Minh,2015-04-08
127268,cho thuê phòng giá rẻ,1.6,35.0,Quận 1,Hồ Chí Minh,2015-05-03
127269,Cần nữ ở ghép,,39.0,,Hồ Chí Minh,2015-04-08
127273,"Cho thuê phòng MINI, thoáng mát, sạch sẽ Gò Vấp",2.0,20.0,Gò Vấp,Hồ Chí Minh,2018-10-05
127275,"Cho thuê phòng trọ thoáng mát , sạch sẽ , giá rẻ gần Khu Công Nghiệp Tân Bình , siêu thị Big C",1.5,18.0,Tân Bình,Hồ Chí Minh,2015-04-11
127286,Cho thuê Căn hộ đầy đủ tiện nghi,,100.0,Quận 1,Hồ Chí Minh,2015-06-09
127288,"CHO THUE PHÒNG TRỌ ĐẸP D1 GẦN ĐH NGOẠI THƯƠNG,HUTECH",4.5,30.0,Bình Thạnh,Hồ Chí Minh,2015-10-14
127290,"CHO THUÊ PHÒNG 339/1 TÔ HIẾN THÀNH, P13, Q10",3.5,25.0,Quận 10,Hồ Chí Minh,2015-04-09
127291,"PHÒNG TRỌ GẦN CHUNG CƯ CHU VĂN AN- RẤT RẺ VÀ AN NINH 1,2TR - 1,8TR",1.8,16.0,Bình Thạnh,Hồ Chí Minh,2015-05-08
127295,"PHÒNG TRỌ MỚI ĐẸP, GIÁ CẢ TỐT !!!",2.5,20.0,Tân Bình,Hồ Chí Minh,2016-03-17
127296,CĂN HỘ CAO ỐC CỘNG HOÀ PLAZA CẦN CHO THUÊ,11.0,70.0,Tân Bình,Hồ Chí Minh,2015-04-09
127297,cho thuê phòng trọ,1.8,16.0,Gò Vấp,Hồ Chí Minh,2015-04-09
127304,Cần nhượng lại phòng trọ để lấy lại tiền cọc. Đặc biệt cho ở miễn phí 15 ngày,2.0,17.0,Bình Thạnh,Hồ Chí Minh,2015-04-09
127306,Cho Thue phòng trọ mới xây đẹp rẽ thoải mái Q12 Gần GÒ Vấp,,18.0,Quận 12,Hồ Chí Minh,2016-06-06
127308,Cho Thuê PHòng trọ Quận 10 gần các trường Đại Học và Công Viên Lê Thị Riêng,,15.0,Quận 10,Hồ Chí Minh,2015-04-09
127309,Cần hai bạn nam vào ở ghép,,20.0,Quận 7,Hồ Chí Minh,2015-04-09
127311,cho thuê phòng trọ,2.0,16.0,Quận 5,Hồ Chí Minh,2015-04-09
127312,Phòng trọ cao cấp Quận 8,3.0,20.0,Quận 8,Hồ Chí Minh,2016-11-12
127317,CHO THUÊ PHÒNG TRỌ,1.7,30.0,Thủ Đức,Hồ Chí Minh,2016-07-26
127322,"CHO THUÊ PHÒNG 38/27/2A NGUYỄN VĂN TRỖI, NGAY NGÃ TƯ HUỲNH VĂN BÁNH VỚI NGUYỄN VĂN TRỖI",5.0,50.0,,Hồ Chí Minh,2015-04-10
127323,CHO THUÊ PHÒNG TRỌ QUẬN PHÚ NHUẬN,2.5,25.0,Phú Nhuận,Hồ Chí Minh,2015-05-13
127325,Cho thuê phòng quận 10 đẹp – chỉ còn một phòng duy nhất – giá chỉ 4tr5 – nhanh nhanh kẻo lỡ,4.5,17.0,Quận 10,Hồ Chí Minh,2015-04-20
127328,"Cho nam thuê phòng trong chung cư Khang Gia - Gò Vấp, đường Phan Huy Ích, phòng 20m2",1.8,20.0,Gò Vấp,Hồ Chí Minh,2015-04-10
127329,cho thue nha tro,,5.0,Quận 10,Hồ Chí Minh,2015-04-10
127330,Cho Thuê Phòng Trọ Đầy Đủ Tiện Nghi Lối Đi Riêng Giờ Giấc Tự Do An Ninh Thoải Mái,3.5,25.0,Quận 1,Hồ Chí Minh,2015-04-10
127331,"Phòng mới,sạch,rẻ,thoáng mát,an ninh KDC Q9",1.8,26.0,Quận 9,Hồ Chí Minh,2015-04-10
127332,Cho thuê phòng trọ,3.0,20.0,Quận 10,Hồ Chí Minh,2015-04-10
127334,Phòng gần trường ĐHCNTP Lê Trọng tấn,,16.0,Tân Phú,Hồ Chí Minh,2015-04-10
127337,Cho thue phong chung cu cao cap,2.0,12.0,Bình Thạnh,Hồ Chí Minh,2015-04-10
127338,cho thue phong tro,4.0,45.0,Quận 5,Hồ Chí Minh,2015-04-10
127339,Nhà trọ cho thuê khu an ninh,2.0,24.0,Bình Tân,Hồ Chí Minh,2015-04-10
127342,Cho thuê phòng khu vực an ninh số 17/4 Điện Biên Phủ. LH: 0901388836,3.0,30.0,,Hồ Chí Minh,2015-04-10
127343,"Phòng thuê Điện Biên Phủ, Đối diện ĐH Hutech",3.0,28.0,,Hồ Chí Minh,2015-04-10
127347,PHÒNG SẠCH ĐẸP YÊN TĨNH CHÍNH CHỦ CHO THUÊ,2.0,20.0,Bình Thạnh,Hồ Chí Minh,2015-04-10
127348,Phòng trọ mới 100% cần cho thuê giá hợp lý .,2.5,25.0,Tân Bình,Hồ Chí Minh,2015-04-10
127349,Năm Phòng trọ mới 100% chính chủ sạch đẹp cho thuê,2.5,25.0,Tân Bình,Hồ Chí Minh,2015-04-10
127351,Cho thuê phòng trọ giá rẻ quận Gò Vấp khu vực công viên Làng Hoa và đường Lê Đức Thọ.,1.6,20.0,Gò Vấp,Hồ Chí Minh,2015-04-11
127358,CHO THUÊ PHÒNG HẺM 160 VÕ THỊ SÁU. P8. Q3.HCM,3.0,14.0,Quận 3,Hồ Chí Minh,2015-04-26
127359,Nhà nguyên căn 1 trệt 1 lầu gò vấp đường phan huy ích,5.0,80.0,Gò Vấp,Hồ Chí Minh,2015-04-11
127363,CHO NỮ SINH VIÊN Ở GHÉP QUẬN 5,1.3,20.0,Quận 5,Hồ Chí Minh,2015-04-11
127366,HAI PHÒNG SẠCH ĐẸP CHÍNH CHU MỚI TRẢ CHO THUÊ GẤP,1.9,14.0,Bình Thạnh,Hồ Chí Minh,2015-04-11
127367,TÌM NAM Ở GHÉP PHÒNG CAO CẤP Bình Phú Q6 850.000 TRỌN GÓI,,12.0,Quận 6,Hồ Chí Minh,2015-06-13
127370,CHO THUÊ PHÒNG TRỌ NGUYỄN VĂN QUÁ QUẬN 12,,60.0,Quận 12,Hồ Chí Minh,2015-04-11
127371,"Cho Nữ CNV chức  thuê phòng Máy lạnh 1 người ở, LLQuan, P3,Q11, cách Đầm sen 100m MTG,MTB",2.6,18.0,Quận 11,Hồ Chí Minh,2017-03-16
127372,cho thuê phòng trọ,1.4,12.0,Quận 10,Hồ Chí Minh,2015-11-01
127380,"Phòng cho NỮ thuê 1045 3 tháng hai, giờ tự do",2.0,15.0,Quận 10,Hồ Chí Minh,2015-04-19
127381,cho thuê phòng trọ khang trang p3 Q.Binh Thạnh,1.5,9.0,Bình Thạnh,Hồ Chí Minh,2015-04-22
127383,"Cho thuê phòng trọ mới, tiện nghi, lối đi riêng, gần Etown, KCN Tân Bình",2.5,22.0,Tân Bình,Hồ Chí Minh,2015-04-12
127393,PHÒNG ĐẸP THOÁNG MÁT,,20.0,Quận 10,Hồ Chí Minh,2015-04-13
127396,"Cho thuê phòng Q.5 sang trọng, tiện nghi, ngay đại lộ Võ Văn Kiệt, giá 5tr/tháng",5.0,30.0,Quận 5,Hồ Chí Minh,2015-04-19
127398,Cho sinh viên nữ thuê nhà trọ giá rẻ,2.9,39.0,Bình Thạnh,Hồ Chí Minh,2015-04-13
127399,"phòng cao cấp PMH quận 7,tiện nghi full ,rộng rãi thoải mái đẹp,chỉ 7tr5/tháng bao hết DV",7.5,25.0,Quận 7,Hồ Chí Minh,2015-04-23
127402,Cho thuê phòng trọ đẹp giá 2 triệu tại quận 11,2.0,12.0,Quận 11,Hồ Chí Minh,2015-04-13
127403,"CHO THUÊ PHÒNG GIÁ RẺ, RỘNG RÃI",2.5,40.0,Quận 7,Hồ Chí Minh,2015-04-13
127405,"Phòng trọ TIỆN NGHI,TỰ DO,AN NINH có kệp bếp nấu ăn tại Tân Bình giá 3,5tr.",3.5,20.0,Tân Bình,Hồ Chí Minh,2015-06-17
127406,CHO THUÊ PHÒNG TRỌ Ở DÀI HẠN,2.8,18.0,Bình Thạnh,Hồ Chí Minh,2015-04-13
127409,"Phòng cho thuê Quận Bình Thạnh, chung cư 1050 đường Chu Văn An",3.2,20.0,Bình Thạnh,Hồ Chí Minh,2015-04-13
127410,"Phòng rất rất đẹp, máy lạnh, WC riêng đường Bùi Đình Túy, giá 2.5 triệu",2.5,20.0,Bình Thạnh,Hồ Chí Minh,2015-05-12
127411,"Cho thuê phòng biệt thự giá rẻ, tìm người ở ghép 1500k/người nhà biệt thự cao cấp quận 7",2.5,25.0,Quận 7,Hồ Chí Minh,2015-04-13
127412,cho thuê phòng trọ,2.5,18.0,Bình Chánh,Hồ Chí Minh,2015-04-13
127413,Cho thue nha nguyen can 1 trệt 1lau 3 phong ngu 01634544909,,80.0,Quận 7,Hồ Chí Minh,2015-04-13
127416,Tim 1 bạn nữ ở ghép,1.6,16.0,Quận 4,Hồ Chí Minh,2015-04-13
127419,"CHO NỮ THUÊ PHÒNG TRỌ CAO CẤP ĐƯỜNG PHAN XÍCH LONG, PHÚ NHUẬN",2.8,22.0,Phú Nhuận,Hồ Chí Minh,2015-04-13
127420,"Phòng 246/77 Hòa Hưng, Q10 giá 3.tr giờ giấc tự do, an ninh, chinh chủ. Điện 3500Kw, nước 80k/người.",3.5,14.0,Quận 10,Hồ Chí Minh,2015-04-13
127424,Cho Thuê Phòng Trọ giá rẻ,,12.0,,Hồ Chí Minh,2015-04-13
127429,CHO NỮ THUÊ PHÒNG QUẬN 10,1.5,16.0,Quận 10,Hồ Chí Minh,2016-06-11
127430,"Thuê nguyên lầu, thoáng, rộng đẹp, riêng tư, giá điện nước nhà nước, ở lâu dài",4.0,50.0,Tân Bình,Hồ Chí Minh,2016-01-13
127432,"Cho NỮ thuê phòng trọ, nhà mới (chính chủ), hẽm lớn. CHỈ CHO NỮ THUÊ!!!",1.4,15.0,Quận 11,Hồ Chí Minh,2015-09-22
127435,"CẦN CHO THUÊ PHÒNG MỚI XÂY, ĐẸP VÀ TIỆN NGHI...",3.5,25.0,Bình Thạnh,Hồ Chí Minh,2015-04-14
127438,CHO THUÊ PHÒNG TRỌ ĐẸP KHU TRUNG TÂM  PHÚ NHUẬN,3.0,25.0,Phú Nhuận,Hồ Chí Minh,2015-04-14
127439,"Cho thuê nhà trọ khu trung tâm Q3 giá rẻ giờ giấc tự do , khu an ninh",1.7,25.0,Quận 3,Hồ Chí Minh,2016-03-23
127441,Phòng trọ VIP tiện nghi tại Tân Bình giá chỉ 2.3tr giúp bạn giảm tới 50% chi phí,2.3,12.0,Tân Bình,Hồ Chí Minh,2015-04-14
127442,Cho SV  NVVP thuê phòng giá rẻ,1.2,10.0,Quận 8,Hồ Chí Minh,2017-07-02
127444,"Cho thuê phòng trọ Lê Đức Thọ-Phạm Văn Chiêu, Gò Vấp giá rẻ 1,6tr/tháng",1.6,25.0,Gò Vấp,Hồ Chí Minh,2015-04-14
127447,"Phòng đẹp ở Gò Vấp miễn phí wifi, cáp quang, sang trọng, thoáng mát",3.2,17.0,Gò Vấp,Hồ Chí Minh,2015-04-17
127448,Phòng đẹp cho thuê khu Hoa lan phú nhuận,,40.0,Phú Nhuận,Hồ Chí Minh,2015-04-24
127449,Cần 01 bạn Nam ở ghép Phạm Hữu Lầu Q.7 ( Cầu Phú Xuân ),,60.0,Quận 7,Hồ Chí Minh,2015-04-14
127451,"NHÀ BIỆT THỰ CAO CẤP GIÁ HOT 2.5TR/PHÒNG, Ở GHÉP 1.5TR/NGƯỜI",2.5,20.0,Quận 7,Hồ Chí Minh,2015-04-14
127453,Cho thuê nguyên căn chung cư lô M ( Ngô Gia Tự),3.5,50.0,Quận 10,Hồ Chí Minh,2015-04-14
127455,"Cho thuê Phòng Trọ tại 145 Phan Huy Ích, Q. Tân Bình",3.0,28.0,Tân Bình,Hồ Chí Minh,2020-10-26
127458,Phòng riêng Nơ Trang Long - Bình Thạnh cho thuê,2.2,16.0,Bình Thạnh,Hồ Chí Minh,2015-04-21
127460,CHO THUE PHONG TRO 1.500.000 Đ SAU NHA THIEU NHI QUAN 8,1.5,14.0,Quận 8,Hồ Chí Minh,2015-04-15
127462,phòng trọ giá rẻ,1.2,30.0,,Hồ Chí Minh,2015-04-15
127465,phòng trọ giá rẻ,1.2,30.0,Quận 1,Hồ Chí Minh,2015-04-15
127470,"Cho Thuê Phòng Mới - Đẹp, Thoáng Mát, 2,5tr, Huỳnh Tấn Phát",2.5,35.0,Quận 7,Hồ Chí Minh,2015-04-18
127471,CHO THUÊ PHÒNG TRỌ,2.5,20.0,Quận 10,Hồ Chí Minh,2015-04-15
127472,Cho thuê phòng trọ,1.8,12.0,Quận 10,Hồ Chí Minh,2015-04-15
127474,Phòng Trọ P. Tân Quy - Q.7,,20.0,Quận 7,Hồ Chí Minh,2015-04-15
127476,Cho thuê nhà trọ giá rẻ quận Bình Thạnh,2.0,20.0,Bình Thạnh,Hồ Chí Minh,2015-04-15
127480,Cần 01 bạn Nam ở ghép Phạm Hữu Lầu Q.7 ( Cầu Phú Xuân ),,60.0,Nhà Bè,Hồ Chí Minh,2015-04-15
127481,Cho thuê phòng nhà nguyên căn,2.0,18.0,Gò Vấp,Hồ Chí Minh,2015-04-15
127484,CÓ 1 PHÒNG TRỆT VÀ 4 PHÒNG LẦU 1,,12.0,Gò Vấp,Hồ Chí Minh,2015-04-16
127489,Phòng trọ cho thuê P25 Q.Bình Thạnh,2.5,15.0,Bình Thạnh,Hồ Chí Minh,2015-04-16
127490,Phòng trọ cho thuê P27 Q.Bình Thạnh,2.0,15.0,Bình Thạnh,Hồ Chí Minh,2015-04-16
127495,PHÒNG TRỌ MỚI SƠN SỬA CHO THUÊ,1.4,24.0,Quận 1,Hồ Chí Minh,2015-04-27
127496,CHO THUÊ PHÒNG TRỌ QUẬN 1,1.8,28.0,Quận 1,Hồ Chí Minh,2015-05-03
127497,CHO THUÊ PHÒNG GẦN NGÃ TƯ 3/2 VÀ NGUYỄN TRI PHƯƠNG  GIÁ 2.4 TRIỆU/THÁNG,2.4,19.0,Quận 10,Hồ Chí Minh,2016-03-22
127498,"Phòng ML gần ĐHYD, ĐHKT, BV C. Rẫy và 3 nữ SV ở ghép 760N/ T",3.3,25.0,Quận 5,Hồ Chí Minh,2015-04-16
127511,Nhà sát chợ Sơn Kỳ,1.6,16.0,Tân Phú,Hồ Chí Minh,2015-04-17
127512,Cho thuê nhà Chung cư nguyên căn,7.5,78.0,Quận 5,Hồ Chí Minh,2015-04-17
127513,Nhà cách ngã tư Cộng Hòa HHT 200m,2.0,15.0,Tân Bình,Hồ Chí Minh,2015-04-17
127516,"cho thue phong tro tu 1,5 toi 3trieu",3.0,15.0,Quận 10,Hồ Chí Minh,2015-04-17
127518,CHO THUÊ PHÒNG TRỌ MỚI GẦN CV LÊ THỊ RIÊNG,3.0,20.0,Tân Bình,Hồ Chí Minh,2017-06-06
127519,"Cho thuê nguyên lầu 2, ưu tiên nhóm SV nữ",3.0,40.0,Quận 3,Hồ Chí Minh,2015-04-25
127520,CĂN HỘ CAO ỐC CỘNG HOÀ PLAZA CẦN CHO THUÊ,11.0,70.0,Tân Bình,Hồ Chí Minh,2015-04-17
127527,cho thuê 2 phòng trọ,1.5,14.0,Quận 8,Hồ Chí Minh,2016-01-06
127528,Phòng trọ cần cho thuê,1.2,15.0,Bình Thạnh,Hồ Chí Minh,2015-06-21
127531,Cho thuê phòng đầy đủ tiện nghi gần CoopMart Nhiêu Lộc Q3 giá rẻ,2.1,12.0,Quận 3,Hồ Chí Minh,2015-08-14
127532,Cho thuê phòng Q3,3.0,20.0,Quận 3,Hồ Chí Minh,2015-05-03
127540,Cho thuê phòng trọ giá rẻ thoáng mát nhiều loại phòng từ 800k tới 1tr900k,1.7,,Quận 8,Hồ Chí Minh,2017-02-14
127543,PHÒNG MÁY LẠNH- ĐẦY ĐỦ TIỆN NGHI - TRUNG TÂM Q1,2.5,14.0,Quận 1,Hồ Chí Minh,2015-04-18
127544,"PHÒNG MỚI, ĐẸP, TIỆN NGHI, AN NINH",2.5,16.0,Quận 4,Hồ Chí Minh,2015-04-18
127547,CHO NỮA THUÊ PHÒNG TRỌ CAO CẤP ĐƯỜNG PHAN XÍCH LONG,2.8,22.0,Phú Nhuận,Hồ Chí Minh,2015-04-18
127550,"VIP:Phòng Cho Thuê Quận Bình Thanh,Full Nội Thất+Kệ Bếp,bảo Vệ 24/24 giá chỉ từ 4,5tr 09.6789.9992",4.5,20.0,Tân Bình,Hồ Chí Minh,2015-10-08
127555,"Phòng trọ đẹp, thoáng mát, khu yên tĩnh đường Tô Hiến Thành Q10.",3.0,20.0,Quận 10,Hồ Chí Minh,2015-04-28
127557,CHO THUÊ PHÒNG GIÁ RẺ QUẬN 1,1.2,25.0,Quận 1,Hồ Chí Minh,2015-04-27
127562,Cho thuê phòng trọ gần siêu thị Big C An lạc,1.2,14.0,Bình Tân,Hồ Chí Minh,2015-04-18
127564,"Cho thuê nhà trọ gần nhựa Duy Tân hẻm 439/46/11 Hồ Học Lãm, An Lạc, Bình Tân, Hồ Chí Minh",,14.0,Bình Tân,Hồ Chí Minh,2015-04-18
127565,"Cho thuê phòng trọ 681/15 Nguyễn Trãi, P.11, Quận 5 gần Đại Học Y Dược",1.6,12.0,Quận 5,Hồ Chí Minh,2015-04-18
127566,CHO THUÊ PHÒNG TRỌ CAO CẤP VIP 5 SAO,2.5,20.0,Quận 7,Hồ Chí Minh,2015-04-19
127570,Phòng cho thuê trọn gói tại TT QUẬN 1,3.0,15.0,Quận 1,Hồ Chí Minh,2015-04-19
127571,***PHÒNG TRỌ SINH VIÊN QUẬN BÌNH THẠNH***,2.5,25.0,Bình Thạnh,Hồ Chí Minh,2015-04-19
127572,"PHÒNG TRỌ ĐẸP, AN NINH đường BÌNH PHÚ 2,2 triệu",2.2,12.0,Quận 6,Hồ Chí Minh,2015-05-13
127573,"PHÒNG MÁY LẠNH CHO THUÊ CÓ BẾP, BAN CÔNG THOÁNG MÁT Q3, CMT8",3.8,30.0,Quận 3,Hồ Chí Minh,2021-11-24
127575,GẤP ! NỘI THẤT ĐẦY ĐỦ- NHÀ NGUYÊN CĂN GIÁ RẺ,6.5,60.0,Quận 7,Hồ Chí Minh,2015-04-19
127576,Cho thuê phòng 505a tân kỳ tân quý,2.0,16.0,Tân Phú,Hồ Chí Minh,2015-04-19
127577,Cho Nữ Sinh viên thuê nhà trọ,2.0,32.0,Quận 12,Hồ Chí Minh,2015-04-19
127578,"Cho thuê phòng cao cấp mới đẹp, trung tâm quận 10",3.5,15.0,Quận 10,Hồ Chí Minh,2015-07-05
127579,"PHÒNG ĐẸP CHO THUÊ TẠI QUẬN 10, GẦN BIGC",2.5,16.0,Quận 10,Hồ Chí Minh,2015-04-19
127580,"Phòng trọ sinh viên, tiện nghi, an ninh, giá rẻ 1tr9/th",1.9,20.0,Gò Vấp,Hồ Chí Minh,2016-05-12
127582,Cho nam/nữ thuê phòng giá rẻ,2.0,20.0,Quận 5,Hồ Chí Minh,2015-04-20
127585,"Cho thuê phòng trọ , Phường Tăng Nhơn Phú B, Q9, TPHCM (ưu tiên nữ)",1.3,14.0,Quận 9,Hồ Chí Minh,2015-04-20
127586,"Cho thuê căn hộ chung cư tại đường Lê Văn Sỹ,Phường 2, Quận Tân Bình, Tp.HCM",3.0,32.0,Tân Bình,Hồ Chí Minh,2015-04-21
